Numero,Cantidad,Porcentaje
2155,3,0.43415340086830684
2256,3,0.43415340086830684
715,3,0.43415340086830684
130,2,0.2894356005788712
691,2,0.2894356005788712
1205,2,0.2894356005788712
737,2,0.2894356005788712
3726,2,0.2894356005788712
1267,2,0.2894356005788712
1947,2,0.2894356005788712
1902,2,0.2894356005788712
1317,2,0.2894356005788712
3845,2,0.2894356005788712
2586,2,0.2894356005788712
4942,2,0.2894356005788712
2818,2,0.2894356005788712
3361,2,0.2894356005788712
589,2,0.2894356005788712
3775,2,0.2894356005788712
1521,2,0.2894356005788712
684,2,0.2894356005788712
3724,2,0.2894356005788712
2474,2,0.2894356005788712
1418,2,0.2894356005788712
1470,2,0.2894356005788712
2030,2,0.2894356005788712
186,2,0.2894356005788712
1850,2,0.2894356005788712
930,2,0.2894356005788712
3230,2,0.2894356005788712
1664,2,0.2894356005788712
3558,2,0.2894356005788712
1631,2,0.2894356005788712
4580,2,0.2894356005788712
3625,2,0.2894356005788712
301,2,0.2894356005788712
2950,2,0.2894356005788712
2964,2,0.2894356005788712
651,2,0.2894356005788712
2341,2,0.2894356005788712
1055,2,0.2894356005788712
371,2,0.2894356005788712
1614,2,0.2894356005788712
2063,2,0.2894356005788712
2130,2,0.2894356005788712
3068,2,0.2894356005788712
1005,2,0.2894356005788712
2251,2,0.2894356005788712
469,2,0.2894356005788712
924,2,0.2894356005788712
2254,2,0.2894356005788712
1638,2,0.2894356005788712
1636,2,0.2894356005788712
434,2,0.2894356005788712
3658,2,0.2894356005788712
1030,2,0.2894356005788712
76,1,0.1447178002894356
78,1,0.1447178002894356
96,1,0.1447178002894356
154,1,0.1447178002894356
99,1,0.1447178002894356
104,1,0.1447178002894356
138,1,0.1447178002894356
309,1,0.1447178002894356
146,1,0.1447178002894356
149,1,0.1447178002894356
151,1,0.1447178002894356
336,1,0.1447178002894356
329,1,0.1447178002894356
640,1,0.1447178002894356
45,1,0.1447178002894356
52,1,0.1447178002894356
270,1,0.1447178002894356
30,1,0.1447178002894356
278,1,0.1447178002894356
482,1,0.1447178002894356
244,1,0.1447178002894356
246,1,0.1447178002894356
259,1,0.1447178002894356
263,1,0.1447178002894356
275,1,0.1447178002894356
280,1,0.1447178002894356
16,1,0.1447178002894356
286,1,0.1447178002894356
289,1,0.1447178002894356
174,1,0.1447178002894356
169,1,0.1447178002894356
160,1,0.1447178002894356
86,1,0.1447178002894356
480,1,0.1447178002894356
431,1,0.1447178002894356
513,1,0.1447178002894356
221,1,0.1447178002894356
361,1,0.1447178002894356
363,1,0.1447178002894356
374,1,0.1447178002894356
414,1,0.1447178002894356
444,1,0.1447178002894356
416,1,0.1447178002894356
432,1,0.1447178002894356
341,1,0.1447178002894356
435,1,0.1447178002894356
438,1,0.1447178002894356
441,1,0.1447178002894356
1183,1,0.1447178002894356
1186,1,0.1447178002894356
2687,1,0.1447178002894356
354,1,0.1447178002894356
340,1,0.1447178002894356
516,1,0.1447178002894356
602,1,0.1447178002894356
525,1,0.1447178002894356
542,1,0.1447178002894356
547,1,0.1447178002894356
550,1,0.1447178002894356
573,1,0.1447178002894356
587,1,0.1447178002894356
612,1,0.1447178002894356
378,1,0.1447178002894356
627,1,0.1447178002894356
632,1,0.1447178002894356
634,1,0.1447178002894356
478,1,0.1447178002894356
461,1,0.1447178002894356
460,1,0.1447178002894356
235,1,0.1447178002894356
1151,1,0.1447178002894356
220,1,0.1447178002894356
777,1,0.1447178002894356
747,1,0.1447178002894356
803,1,0.1447178002894356
757,1,0.1447178002894356
760,1,0.1447178002894356
768,1,0.1447178002894356
775,1,0.1447178002894356
780,1,0.1447178002894356
731,1,0.1447178002894356
901,1,0.1447178002894356
938,1,0.1447178002894356
677,1,0.1447178002894356
953,1,0.1447178002894356
1088,1,0.1447178002894356
1096,1,0.1447178002894356
744,1,0.1447178002894356
729,1,0.1447178002894356
1118,1,0.1447178002894356
877,1,0.1447178002894356
842,1,0.1447178002894356
843,1,0.1447178002894356
844,1,0.1447178002894356
862,1,0.1447178002894356
864,1,0.1447178002894356
868,1,0.1447178002894356
880,1,0.1447178002894356
722,1,0.1447178002894356
812,1,0.1447178002894356
806,1,0.1447178002894356
805,1,0.1447178002894356
746,1,0.1447178002894356
701,1,0.1447178002894356
711,1,0.1447178002894356
1115,1,0.1447178002894356
1119,1,0.1447178002894356
185,1,0.1447178002894356
1042,1,0.1447178002894356
1007,1,0.1447178002894356
1031,1,0.1447178002894356
1065,1,0.1447178002894356
1032,1,0.1447178002894356
1035,1,0.1447178002894356
1040,1,0.1447178002894356
1051,1,0.1447178002894356
982,1,0.1447178002894356
1061,1,0.1447178002894356
693,1,0.1447178002894356
646,1,0.1447178002894356
1184,1,0.1447178002894356
315,1,0.1447178002894356
181,1,0.1447178002894356
1006,1,0.1447178002894356
981,1,0.1447178002894356
1122,1,0.1447178002894356
2225,1,0.1447178002894356
1126,1,0.1447178002894356
1127,1,0.1447178002894356
1128,1,0.1447178002894356
1135,1,0.1447178002894356
1144,1,0.1447178002894356
1146,1,0.1447178002894356
1177,1,0.1447178002894356
961,1,0.1447178002894356
1180,1,0.1447178002894356
1084,1,0.1447178002894356
1080,1,0.1447178002894356
1071,1,0.1447178002894356
1015,1,0.1447178002894356
957,1,0.1447178002894356
2337,1,0.1447178002894356
2109,1,0.1447178002894356
2237,1,0.1447178002894356
2246,1,0.1447178002894356
1191,1,0.1447178002894356
1210,1,0.1447178002894356
1218,1,0.1447178002894356
1230,1,0.1447178002894356
1233,1,0.1447178002894356
1238,1,0.1447178002894356
1245,1,0.1447178002894356
1312,1,0.1447178002894356
1279,1,0.1447178002894356
1285,1,0.1447178002894356
1288,1,0.1447178002894356
1295,1,0.1447178002894356
1302,1,0.1447178002894356
1311,1,0.1447178002894356
1559,1,0.1447178002894356
1239,1,0.1447178002894356
1323,1,0.1447178002894356
1325,1,0.1447178002894356
1420,1,0.1447178002894356
1350,1,0.1447178002894356
1357,1,0.1447178002894356
1375,1,0.1447178002894356
1376,1,0.1447178002894356
1391,1,0.1447178002894356
1401,1,0.1447178002894356
1424,1,0.1447178002894356
1342,1,0.1447178002894356
1446,1,0.1447178002894356
1451,1,0.1447178002894356
1460,1,0.1447178002894356
1502,1,0.1447178002894356
1526,1,0.1447178002894356
1541,1,0.1447178002894356
1562,1,0.1447178002894356
1965,1,0.1447178002894356
1566,1,0.1447178002894356
1654,1,0.1447178002894356
1570,1,0.1447178002894356
1582,1,0.1447178002894356
1601,1,0.1447178002894356
1606,1,0.1447178002894356
1617,1,0.1447178002894356
1621,1,0.1447178002894356
1793,1,0.1447178002894356
1837,1,0.1447178002894356
1659,1,0.1447178002894356
1679,1,0.1447178002894356
1680,1,0.1447178002894356
1740,1,0.1447178002894356
1755,1,0.1447178002894356
1762,1,0.1447178002894356
1630,1,0.1447178002894356
1840,1,0.1447178002894356
1845,1,0.1447178002894356
1893,1,0.1447178002894356
1848,1,0.1447178002894356
1861,1,0.1447178002894356
1869,1,0.1447178002894356
1870,1,0.1447178002894356
1872,1,0.1447178002894356
1887,1,0.1447178002894356
1896,1,0.1447178002894356
1841,1,0.1447178002894356
1910,1,0.1447178002894356
1930,1,0.1447178002894356
1933,1,0.1447178002894356
1944,1,0.1447178002894356
1948,1,0.1447178002894356
1956,1,0.1447178002894356
1343,1,0.1447178002894356
1561,1,0.1447178002894356
1190,1,0.1447178002894356
2101,1,0.1447178002894356
2013,1,0.1447178002894356
2028,1,0.1447178002894356
2042,1,0.1447178002894356
2058,1,0.1447178002894356
2080,1,0.1447178002894356
2181,1,0.1447178002894356
829,1,0.1447178002894356
1987,1,0.1447178002894356
2140,1,0.1447178002894356
2151,1,0.1447178002894356
2154,1,0.1447178002894356
2171,1,0.1447178002894356
2332,1,0.1447178002894356
2346,1,0.1447178002894356
2001,1,0.1447178002894356
2074,1,0.1447178002894356
2358,1,0.1447178002894356
2298,1,0.1447178002894356
2259,1,0.1447178002894356
2261,1,0.1447178002894356
2263,1,0.1447178002894356
2274,1,0.1447178002894356
2278,1,0.1447178002894356
2287,1,0.1447178002894356
2299,1,0.1447178002894356
2209,1,0.1447178002894356
2310,1,0.1447178002894356
2317,1,0.1447178002894356
2318,1,0.1447178002894356
2320,1,0.1447178002894356
2217,1,0.1447178002894356
2214,1,0.1447178002894356
1973,1,0.1447178002894356
2527,1,0.1447178002894356
1970,1,0.1447178002894356
2507,1,0.1447178002894356
2371,1,0.1447178002894356
2383,1,0.1447178002894356
2384,1,0.1447178002894356
2406,1,0.1447178002894356
2419,1,0.1447178002894356
2437,1,0.1447178002894356
2456,1,0.1447178002894356
2422,1,0.1447178002894356
2466,1,0.1447178002894356
2472,1,0.1447178002894356
2483,1,0.1447178002894356
2491,1,0.1447178002894356
2496,1,0.1447178002894356
1976,1,0.1447178002894356
2360,1,0.1447178002894356
8,1,0.1447178002894356
2540,1,0.1447178002894356
2625,1,0.1447178002894356
2560,1,0.1447178002894356
2563,1,0.1447178002894356
2574,1,0.1447178002894356
2575,1,0.1447178002894356
2583,1,0.1447178002894356
2605,1,0.1447178002894356
2633,1,0.1447178002894356
2521,1,0.1447178002894356
2650,1,0.1447178002894356
2652,1,0.1447178002894356
2660,1,0.1447178002894356
2681,1,0.1447178002894356
2686,1,0.1447178002894356
2525,1,0.1447178002894356
833,1,0.1447178002894356
4778,1,0.1447178002894356
828,1,0.1447178002894356
827,1,0.1447178002894356
3158,1,0.1447178002894356
3161,1,0.1447178002894356
3165,1,0.1447178002894356
3183,1,0.1447178002894356
3984,1,0.1447178002894356
3212,1,0.1447178002894356
3220,1,0.1447178002894356
3231,1,0.1447178002894356
3241,1,0.1447178002894356
3262,1,0.1447178002894356
3263,1,0.1447178002894356
3267,1,0.1447178002894356
3285,1,0.1447178002894356
3151,1,0.1447178002894356
3147,1,0.1447178002894356
3156,1,0.1447178002894356
3153,1,0.1447178002894356
3007,1,0.1447178002894356
2795,1,0.1447178002894356
2750,1,0.1447178002894356
2758,1,0.1447178002894356
2764,1,0.1447178002894356
2772,1,0.1447178002894356
2775,1,0.1447178002894356
2791,1,0.1447178002894356
2814,1,0.1447178002894356
3005,1,0.1447178002894356
2823,1,0.1447178002894356
2826,1,0.1447178002894356
2846,1,0.1447178002894356
2850,1,0.1447178002894356
2979,1,0.1447178002894356
2981,1,0.1447178002894356
3142,1,0.1447178002894356
3061,1,0.1447178002894356
3010,1,0.1447178002894356
5376,1,0.1447178002894356
5480,1,0.1447178002894356
5493,1,0.1447178002894356
5556,1,0.1447178002894356
5563,1,0.1447178002894356
5565,1,0.1447178002894356
5609,1,0.1447178002894356
5621,1,0.1447178002894356
5441,1,0.1447178002894356
5630,1,0.1447178002894356
5642,1,0.1447178002894356
5644,1,0.1447178002894356
5723,1,0.1447178002894356
5752,1,0.1447178002894356
5765,1,0.1447178002894356
5455,1,0.1447178002894356
5569,1,0.1447178002894356
3023,1,0.1447178002894356
3088,1,0.1447178002894356
3025,1,0.1447178002894356
3031,1,0.1447178002894356
3033,1,0.1447178002894356
3043,1,0.1447178002894356
3086,1,0.1447178002894356
3138,1,0.1447178002894356
3090,1,0.1447178002894356
3986,1,0.1447178002894356
3093,1,0.1447178002894356
3095,1,0.1447178002894356
3132,1,0.1447178002894356
3137,1,0.1447178002894356
3978,1,0.1447178002894356
7,1,0.1447178002894356
2743,1,0.1447178002894356
2739,1,0.1447178002894356
2738,1,0.1447178002894356
3810,1,0.1447178002894356
3962,1,0.1447178002894356
3921,1,0.1447178002894356
3869,1,0.1447178002894356
3851,1,0.1447178002894356
3841,1,0.1447178002894356
3831,1,0.1447178002894356
3785,1,0.1447178002894356
3475,1,0.1447178002894356
3764,1,0.1447178002894356
3745,1,0.1447178002894356
3725,1,0.1447178002894356
3720,1,0.1447178002894356
3710,1,0.1447178002894356
3684,1,0.1447178002894356
3966,1,0.1447178002894356
3470,1,0.1447178002894356
3644,1,0.1447178002894356
3395,1,0.1447178002894356
3465,1,0.1447178002894356
3413,1,0.1447178002894356
3331,1,0.1447178002894356
3333,1,0.1447178002894356
3338,1,0.1447178002894356
3458,1,0.1447178002894356
3462,1,0.1447178002894356
3555,1,0.1447178002894356
3422,1,0.1447178002894356
3380,1,0.1447178002894356
3431,1,0.1447178002894356
3396,1,0.1447178002894356
3457,1,0.1447178002894356
3417,1,0.1447178002894356
3675,1,0.1447178002894356
3630,1,0.1447178002894356
2854,1,0.1447178002894356
2944,1,0.1447178002894356
2919,1,0.1447178002894356
2923,1,0.1447178002894356
2930,1,0.1447178002894356
2935,1,0.1447178002894356
2936,1,0.1447178002894356
2939,1,0.1447178002894356
2965,1,0.1447178002894356
2885,1,0.1447178002894356
2967,1,0.1447178002894356
2970,1,0.1447178002894356
2978,1,0.1447178002894356
2860,1,0.1447178002894356
2855,1,0.1447178002894356
3301,1,0.1447178002894356
2902,1,0.1447178002894356
2873,1,0.1447178002894356
3626,1,0.1447178002894356
3321,1,0.1447178002894356
3616,1,0.1447178002894356
3607,1,0.1447178002894356
3601,1,0.1447178002894356
3581,1,0.1447178002894356
3580,1,0.1447178002894356
3560,1,0.1447178002894356
3550,1,0.1447178002894356
2871,1,0.1447178002894356
3549,1,0.1447178002894356
3500,1,0.1447178002894356
3329,1,0.1447178002894356
3201,1,0.1447178002894356
3308,1,0.1447178002894356
2857,1,0.1447178002894356
5402,1,0.1447178002894356
5370,1,0.1447178002894356
5049,1,0.1447178002894356
4503,1,0.1447178002894356
4176,1,0.1447178002894356
4198,1,0.1447178002894356
4202,1,0.1447178002894356
4226,1,0.1447178002894356
4237,1,0.1447178002894356
4495,1,0.1447178002894356
4531,1,0.1447178002894356
4110,1,0.1447178002894356
4880,1,0.1447178002894356
4801,1,0.1447178002894356
4802,1,0.1447178002894356
4828,1,0.1447178002894356
4855,1,0.1447178002894356
4865,1,0.1447178002894356
4145,1,0.1447178002894356
4247,1,0.1447178002894356
4871,1,0.1447178002894356
4074,1,0.1447178002894356
4449,1,0.1447178002894356
4465,1,0.1447178002894356
4478,1,0.1447178002894356
4295,1,0.1447178002894356
4253,1,0.1447178002894356
5030,1,0.1447178002894356
4002,1,0.1447178002894356
4079,1,0.1447178002894356
4005,1,0.1447178002894356
4018,1,0.1447178002894356
4051,1,0.1447178002894356
4064,1,0.1447178002894356
4072,1,0.1447178002894356
2724,1,0.1447178002894356
4867,1,0.1447178002894356
4884,1,0.1447178002894356
4445,1,0.1447178002894356
4766,1,0.1447178002894356
4711,1,0.1447178002894356
4726,1,0.1447178002894356
4728,1,0.1447178002894356
4744,1,0.1447178002894356
4751,1,0.1447178002894356
4756,1,0.1447178002894356
2730,1,0.1447178002894356
4635,1,0.1447178002894356
2519,1,0.1447178002894356
2708,1,0.1447178002894356
931,1,0.1447178002894356
814,1,0.1447178002894356
819,1,0.1447178002894356
820,1,0.1447178002894356
4646,1,0.1447178002894356
4632,1,0.1447178002894356
4551,1,0.1447178002894356
4993,1,0.1447178002894356
4887,1,0.1447178002894356
4888,1,0.1447178002894356
4891,1,0.1447178002894356
4916,1,0.1447178002894356
4950,1,0.1447178002894356
4975,1,0.1447178002894356
4776,1,0.1447178002894356
4622,1,0.1447178002894356
4775,1,0.1447178002894356
4769,1,0.1447178002894356
4565,1,0.1447178002894356
4567,1,0.1447178002894356
4589,1,0.1447178002894356
4610,1,0.1447178002894356
4447,1,0.1447178002894356
4431,1,0.1447178002894356
5170,1,0.1447178002894356
6555,1,0.1447178002894356
5782,1,0.1447178002894356
6778,1,0.1447178002894356
6401,1,0.1447178002894356
6423,1,0.1447178002894356
6482,1,0.1447178002894356
6507,1,0.1447178002894356
6668,1,0.1447178002894356
5769,1,0.1447178002894356
6720,1,0.1447178002894356
6795,1,0.1447178002894356
5801,1,0.1447178002894356
6872,1,0.1447178002894356
7053,1,0.1447178002894356
7085,1,0.1447178002894356
5773,1,0.1447178002894356
5327,1,0.1447178002894356
8224,1,0.1447178002894356
5167,1,0.1447178002894356
5087,1,0.1447178002894356
5110,1,0.1447178002894356
5141,1,0.1447178002894356
5151,1,0.1447178002894356
5153,1,0.1447178002894356
5161,1,0.1447178002894356
5180,1,0.1447178002894356
5281,1,0.1447178002894356
5347,1,0.1447178002894356
5191,1,0.1447178002894356
5212,1,0.1447178002894356
5214,1,0.1447178002894356
5218,1,0.1447178002894356
5251,1,0.1447178002894356
7160,1,0.1447178002894356
8676,1,0.1447178002894356
4389,1,0.1447178002894356
4316,1,0.1447178002894356
6235,1,0.1447178002894356
5074,1,0.1447178002894356
5037,1,0.1447178002894356
4001,1,0.1447178002894356
4381,1,0.1447178002894356
4298,1,0.1447178002894356
4334,1,0.1447178002894356
6126,1,0.1447178002894356
4361,1,0.1447178002894356
4363,1,0.1447178002894356
4368,1,0.1447178002894356
4380,1,0.1447178002894356
4386,1,0.1447178002894356
4289,1,0.1447178002894356
6221,1,0.1447178002894356
6083,1,0.1447178002894356
10581,1,0.1447178002894356
5836,1,0.1447178002894356
6375,1,0.1447178002894356
6329,1,0.1447178002894356
6238,1,0.1447178002894356
6236,1,0.1447178002894356
5824,1,0.1447178002894356
5828,1,0.1447178002894356
5871,1,0.1447178002894356
6073,1,0.1447178002894356
5872,1,0.1447178002894356
5877,1,0.1447178002894356
5879,1,0.1447178002894356
5955,1,0.1447178002894356
5956,1,0.1447178002894356
6018,1,0.1447178002894356
11674,1,0.1447178002894356
